"PC1","PC2","PC3","PC4","PC5","PC6","PC7","PC8","PC9","PC10","Category","Country"
-3.10894200595303,0.380247773204984,1.75724624898678,-0.405938254466325,-0.403953885678012,0.423594077268528,-0.062239247818158,0.0129114975585642,0.288517881269922,-0.00557632570851918,"Developed","United States"
-3.29997825338959,0.502689187083359,0.747324001003624,-0.0206329488579517,0.723801693669319,-0.0760069919812754,0.0981768596966077,0.186830815159789,0.182762374517641,0.200019045017334,"Developed","Canada"
-3.80206532829618,-0.866071463905887,-0.275404089043093,0.0256604644419145,0.226457217910085,-0.602933105998161,-0.179551587816905,-0.355844820966924,0.0760699582146709,-0.187606991243411,"Developed","United Kingdom"
-2.88017425975177,0.81630807196463,0.567729208987885,-0.179168853163368,0.249314142951043,0.610530844770484,0.0661269470542706,-0.26335805398557,0.308476346321807,0.291135766769314,"Developed","Germany"
-3.30251670822743,0.344466590172288,-0.141736680540615,-0.226074460223986,0.108321080152761,0.258600027174236,-0.255185862668271,-0.357105983901335,-0.284096412343693,0.0539663364631866,"Developed","France"
-3.62955064446478,-1.31323678840595,-0.345012957356702,0.151514974234359,0.240209550256955,-0.50659363212059,-0.385646672455764,-0.381363920292575,0.188453534477033,-0.0858914873291557,"Developed","Italy"
-3.07262787723011,0.15755649224891,-0.190961694521311,0.431822107484276,0.2448674674039,0.196342254481469,-0.220795282777311,-0.40906317938684,-0.0148504072727504,0.056921106275141,"Developed","Spain"
-2.92147189375334,1.36428353658482,-0.295672450272254,0.425434913973873,0.78118841910373,0.125720371408769,-0.0509464845216582,0.23659395171727,-0.146431076085333,-0.0250368784027647,"Developed","Netherlands"
-3.17095342307381,0.528125078152104,1.04318800232388,-0.446906637292109,0.234241387514634,0.0790511576272512,0.134360009829972,0.17009835504081,0.314583699659861,0.244331490028804,"Developed","Belgium"
-3.14977100420725,-0.37345393695629,0.0760719454232023,0.242015490908815,0.347899461775203,0.109285541132423,-0.0805669720987599,-0.132907112063901,-0.0512112946256795,-0.00654783959539296,"Developed","Switzerland"
-3.5394485655137,0.524388352433389,0.0627786024189909,0.232590650723659,0.857599090178075,0.230855905013619,-0.263140958872247,-0.287585154102754,-0.185027765366046,0.380589599588975,"Developed","Austria"
-3.29820472125571,0.633709742731179,0.128099862406955,0.159562925965364,0.760774049219855,0.185874649201554,-0.0565046411796881,-0.0279008480559616,-0.0323449726200306,-0.269803522871678,"Developed","Sweden"
-3.58394794890713,0.483902217190455,0.547343819005234,-0.0636405959683407,0.90506504002286,0.0215796752914244,0.0692817614750621,0.15174664751107,0.056150815702596,-0.0922046493150587,"Developed","Norway"
-3.02243097607389,0.0303419193271441,-0.126582955031469,-0.346027256238591,-0.249045225296361,0.0327569033059688,-0.215265332223772,-0.326187716500212,0.265833413404237,0.191420222007013,"Developed","Denmark"
-3.39396864047425,-0.956986813047587,-0.962459446505804,0.621071757200344,1.1120149360888,-0.615288702919776,0.186541171966802,0.0561630905081927,-0.0332279950593954,0.161896110490874,"Developed","Finland"
-3.74764214203139,0.223292041662861,0.876855633585427,-0.691826701865853,0.495893782423869,0.155444492281042,-0.0529650181962014,-0.27342159978072,0.0557477950372194,-0.25952167605307,"Developed","Ireland"
-3.46897056482581,-0.658995997948694,-0.45689578195922,0.9217495060175,1.22547406875676,-0.296582262946635,0.122746196568846,-0.0485737286546908,0.015541617448345,-0.159189451270816,"Developed","Iceland"
-2.67141863970156,-0.730422432869441,0.0710611341866535,0.209471183820454,-0.48739551604274,0.471412266715346,-0.127521561954744,-0.397355958165887,-0.291319252959987,0.109122634241878,"Developed","Luxembourg"
-3.17908750355916,0.322619522532275,-0.49416684587323,0.00529066428606896,-0.0639570695074851,0.184595244490385,-0.592461133950854,-0.445545114689218,-0.192524420805953,-0.0282703849592959,"Developed","Portugal"
-2.73975481075028,1.61069501148111,-0.648195425206708,0.1079580159278,0.377835118085027,-0.181880327415236,0.0161347187616121,0.0181656146863407,0.25077932930999,-0.248728520377003,"Developed","Australia"
-2.85036178741479,0.518668073140554,0.0322506703647102,-0.246404749786189,-0.445556521015308,0.130419441218232,-0.260399782318877,-0.227010104389636,-0.10573012721724,0.0121941044673395,"Developed","New Zealand"
-3.02207172090753,0.320872350443623,0.720018793493988,-0.0449469818530049,-0.146844061814575,0.227247665195143,-0.158428399331424,-0.133268558206996,0.236687576275852,0.0911741619102177,"Developed","Japan"
-3.00319635591852,-0.115943481968343,0.899736957875177,-0.2957298334394,-0.214123776116522,-0.138993799221254,0.0165196766896308,0.078716058133425,0.347206840501253,0.13885312375904,"Developed","South Korea"
-3.25072255424271,-1.05237164364835,0.553254923817923,-0.258283352027165,-0.342361645779557,-0.423378309615753,-0.0322053624274655,-0.0166177732213278,0.242942398834811,-0.179917987924457,"Developed","Singapore"
-3.57331990000795,-1.5830593264688,-0.344491457187484,-0.215214329779529,-0.347932204197735,-0.830069894137532,-0.0530667977604648,-0.0688255568508306,0.135173928021205,-0.042953802883864,"Developed","Israel"
-3.57695590000957,-1.02402842956178,-0.206304114192445,-0.118993420749797,0.161746617199855,-0.36402875792969,0.289879807842801,0.0566017505609518,-0.218245614642493,0.0947209376412035,"Developed","Czech Republic"
-2.71946915704747,0.0352568375493125,0.212520166552772,-0.300130222611762,-0.987285484521578,0.0160319363195974,-0.203996144336655,-0.747006563679968,0.560349833645352,-0.00297415523202615,"Developed","Slovakia"
-2.97921247515325,1.73511143190333,-0.135502301305977,-0.2598448565488,-0.147930874408364,0.136638807163114,-0.270194663130325,-0.169179965833065,0.0951916720480652,-0.27174371794574,"Developed","Slovenia"
-3.64066644361951,0.607626106083774,0.2237166309848,-0.337891180663938,0.731203104372231,0.258862155327159,-0.0134074704179528,0.344291007459006,-0.401619677428427,-0.0857593478296578,"Developed","Estonia"
-3.21470248252346,0.264956311821258,-0.853713776545205,0.29251041865277,1.26255982577562,-0.160512247026051,0.130144134978296,-0.337619094711735,0.134001348534127,0.110551829057656,"Developed","Latvia"
-4.11244352949417,-0.34733261268033,0.61935781528502,-0.442687359933175,0.986339426981876,-0.328371694876209,-0.175354092492783,0.475286392169399,-0.0442854007457462,-0.0834136911877336,"Developed","Lithuania"
-3.6155485920655,-0.541639967144235,-0.117331915322293,0.397009493112659,0.425671225544735,-0.185128349370569,-0.186655063193624,0.0741290973357715,-0.269627389568885,-0.464146099012868,"Developed","Poland"
-3.36618343142826,-0.46646497827523,0.376653587782564,-0.816219047054897,-0.815797771517288,-0.103854191700061,-0.277491352304237,-0.565205431699828,0.209457701048646,-0.0398390132970443,"Developed","Hungary"
-2.62037635603005,1.14855114699052,0.192509503794502,0.206395840072984,-0.255410716030899,0.135728310541341,-0.234241078346344,-0.520437984429873,0.389765972795364,-0.147292475390096,"Developed","Greece"
-3.23396297733189,-0.595052056082007,-0.104207387689065,0.178789802211416,-0.0265235450026174,-0.133395754029059,-0.246392629170543,-0.497643261745724,0.014635059329486,-0.188861544322252,"Developed","Croatia"
-3.05735092503951,0.593624868871323,-0.651846147207859,0.225583870809589,0.332884719923707,0.119216519742457,-0.114894462318066,-0.442103051235987,0.137523933157637,0.23767183230606,"Developed","Malta"
